"","Type","Model","Status","Lost by","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"276","Transport","Ural-4320","Destroyed","Russia",2024-10-31,"Zelenyi Shlyakh","https://i.postimg.cc/Y0L4p7vx/1047-Ural-4320-destr-31-10-24.jpg","https://x.com/OSINTua/status/1852019578739499147","51.3125588,35.0835977","V","Russia","Transport",51.3125588,35.0835977
"277","Transport","Ural-4320","Destroyed","Russia",2024-10-23,"Alekseevskii","https://i.postimg.cc/vmT2hQtn/1023-Ural-4320-destr-23-10-24.jpg","https://t.me/WS_videos/2694","51.475715,35.243585",NA,"Russia","Transport",51.475715,35.243585
"278","Transport","Ural-4320","Destroyed","Russia",2024-10-13,"Kursk oblast","https://i.postimg.cc/3rVk41gJ/1015-Ural-4320-destr-13-10-24.jpg","https://t.me/lost_warinua/95150",NA,"Jammer","Russia","Transport",NA,NA
"279","Transport","Ural-4320","Destroyed","Russia",2024-09-30,"Kursk oblast","https://i.postimg.cc/02s5wB4f/1124-Ural-4320-destr-30-09-24.jpg","https://t.me/lost_warinua/92692",NA,NA,"Russia","Transport",NA,NA
"280","Transport","Ural-4320","Destroyed","Russia",2024-09-24,"Kursk oblast","https://i.postimg.cc/DfGwyR09/1029-Ural-4320-destr-24-09-24.jpg","https://t.me/lost_warinua/90716",NA,NA,"Russia","Transport",NA,NA
"281","Transport","Ural-4320","Destroyed","Russia",2024-09-07,"Korenevo","https://i.postimg.cc/T1NFDPS0/1025-Ural-4320-destr-07-09-24.jpg","https://t.me/lost_warinua/88903","51.412039,34.925520",NA,"Russia","Transport",51.412039,34.92552
"282","Transport","Ural-4320","Destroyed","Russia",2024-08-16,"Novosotnitskii","https://i.postimg.cc/0y6xmM6z/1011-Ural-4320-destr-16-08-24.jpg","https://t.me/ssternenko/32456","51.295348,35.446571",NA,"Russia","Transport",51.295348,35.446571
"283","Transport","Ural-4320","Destroyed","Russia",2024-08-12,"Korenevo","https://i.postimg.cc/rm3sNHwc/1029-Ural-4320-destr-12-08-24.jpg","https://t.me/lost_warinua/86122","51.389218,34.970040","Heli","Russia","Transport",51.389218,34.97004
"284","Transport","Ural-4320","Destroyed","Russia",2024-08-11,"Kursk oblast","https://i.postimg.cc/Bnm85dyH/1311-Ural-4320-destr-11-08-24.jpg","https://t.me/lost_warinua/93740",NA,NA,"Russia","Transport",NA,NA
"285","Transport","Ural-4320","Destroyed","Russia",2024-08-08,"Oktyabrskoe","https://i.postimg.cc/mDdyKVff/1010-Ural-4320-destr-08-08-24.jpg","https://t.me/WarArchive_ua/18258","51.578202,34.808809",NA,"Russia","Transport",51.578202,34.808809
"286","Transport","Ural-4320","Destroyed","Russia",2024-08-07,"Pushkarnoe","https://i.postimg.cc/gcTKDMH3/1021-Kam-AZ-6x6-destr-07-08-24.jpg","https://t.me/lost_warinua/85804","51.216772,35.402327",NA,"Russia","Transport",51.216772,35.402327
"287","Transport","Ural-4320","Destroyed","Russia",2024-08-07,"Sudzha raion","https://i.postimg.cc/kXRvhxTz/1018-Ural-4320-destr-07-08-24.jpg","https://t.me/lost_warinua/85819",NA,"◇,Z","Russia","Transport",NA,NA
"288","Transport","Ural-43206","Destroyed","Russia",2024-08-14,"Sudzha","https://i.postimg.cc/d3fTwPvr/1137-Ural-43206-destr-14-08-24.jpg","https://t.me/lost_warinua/93283",NA,NA,"Russia","Transport",NA,NA
"289","Transport","Ural-43206","Destroyed","Russia",2024-08-14,"Sudzha","https://i.postimg.cc/442cztty/1138-Ural-43206-destr-14-08-24.jpg","https://t.me/lost_warinua/93281",NA,NA,"Russia","Transport",NA,NA
"290","Transport","ZiL-131","Destroyed","Russia",2024-08-31,"Kursk oblast","https://i.postimg.cc/3xgVTBVs/1062-Zi-L-131-destr-21-08-24.jpg","https://t.me/lost_warinua/89861",NA,"Cope cage","Russia","Transport",NA,NA
"291","Transport","ZiL-131","Destroyed","Russia",2024-08-23,"Cheremoshki","https://i.postimg.cc/y6SYj361/1037-Zi-L-131-destr-23-08-24.jpg","https://t.me/lost_warinua/91670","51.517350,35.273270",NA,"Russia","Transport",51.51735,35.27327
"292","Transport","ZiL-131 tanker","Destroyed","Russia",2024-09-13,"Kursk oblast","https://i.postimg.cc/br8412FY/1034-Zi-L-131-tanker-destr-13-09-24.jpg","https://t.me/lost_warinua/90467",NA,NA,"Russia","Transport",NA,NA
"293","Anti-aircraft systems","2S6M combat vehicle (for 2K22M 'Tunguska-M')","Captured","Ukraine",2024-09-15,"Kursk oblast","https://i.postimg.cc/sgb9tqR4/2013-2-K22-M-Tunguska-M-capt-15-09-24.jpg","https://t.me/lost_warinua/89632",NA,"∆","Ukraine","Anti-aircraft systems",NA,NA
"294","Anti-aircraft systems","2S6M combat vehicle (for 2K22M 'Tunguska-M')","Damaged","Ukraine",2024-08-13,"Sudzha raion","https://i.postimg.cc/hjSvygKL/2022-2-S6-M-combat-vehicle-for-2-K22-M-Tunguska-dam-13-08-24.jpg","https://t.me/lost_warinua/86419",NA,"Loitering","Ukraine","Anti-aircraft systems",NA,NA
"295","Anti-aircraft systems","9A310M1 TELAR (for 9K37M1 'Buk-M1')","Damaged","Ukraine",2024-08-06,"Sinne","https://i.postimg.cc/c40s3TVh/2000-9-A39-M1-dam-06-08-24.jpg",NA,"50.96454,35.07733",NA,"Ukraine","Anti-aircraft systems",50.96454,35.07733
"296","Anti-aircraft systems","5P73 launcher (for S-125-2D 'Pechora-2D')","Destroyed","Ukraine",2024-08-16,"Riabyna","https://i.postimg.cc/50HxLXGs/2022-5-P73-launcher-for-S-125-2-D-Pechora-2-D-destr-16-08-24.jpg","https://t.me/lost_warinua/86798","50.333889,35.228889",NA,"Ukraine","Anti-aircraft systems",50.333889,35.228889
"297","Armoured fighting vehicles","BRDM-2L1","Abandoned","Ukraine",2024-09-13,"Apanasovka","https://i.postimg.cc/BnBv3W2c/2019-BRDM-2-L1-dam-aband-13-09-24.jpg","https://t.me/lost_warinua/89387","51.30057,34.84822","Damaged,Flipped","Ukraine","Armoured fighting vehicles",51.30057,34.84822
"298","Armoured fighting vehicles","BRM-1(K) reconnaissance vehicle","Abandoned","Ukraine",2024-10-22,"Olgovka",NA,"https://t.me/lost_warinua/94091","51.401278,35.01775","Damaged,∆","Ukraine","Armoured fighting vehicles",51.401278,35.01775
"299","Armoured fighting vehicles","BTR-D","Abandoned","Ukraine",2024-08-21,"Kursk oblast","https://i.postimg.cc/HLZ3YLKk/2007-BTR-D-dam-aband-21-08-24.jpg","https://t.me/lost_warinua/87289",NA,"Cope cage,Damaged,∆","Ukraine","Armoured fighting vehicles",NA,NA
"300","Armoured fighting vehicles","BWP-1","Abandoned","Ukraine",2024-09-04,"Korenevo raion","https://i.postimg.cc/ncSGLVhy/2003-BWP-1-dam-aband-04-09-24.jpg","https://t.me/lost_warinua/88493",NA,"Damaged,∇,∆","Ukraine","Armoured fighting vehicles",NA,NA
"301","Armoured fighting vehicles","CV9040C","Abandoned","Ukraine",2024-10-25,"Novyi Put","https://i.postimg.cc/P5GF4zvW/2023-CV9040-C-dam-aband-25-10-24.jpg","https://t.me/lost_warinua/94450","51.254333,34.533028","Damaged","Ukraine","Armoured fighting vehicles",51.254333,34.533028
"302","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Abandoned","Ukraine",2024-10-02,"Obukhovka","https://i.postimg.cc/XYYTq9tn/2011-M1126-Stryker-infantry-carrier-vehicle-aband-02-10-24.jpg","https://t.me/lost_warinua/91617","51.271482,34.549710","Flipped,∆","Ukraine","Armoured fighting vehicles",51.271482,34.54971
"303","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Abandoned","Ukraine",2024-08-28,"Martynovka","https://i.postimg.cc/R0WhfWQj/2003-M1126-Stryker-Infantry-Carrier-Vehicle-dam-aband-29-08-24.jpg","https://t.me/lost_warinua/87936","51.265493,35.366280","Damaged,∆","Ukraine","Armoured fighting vehicles",51.265493,35.36628
"304","Armoured fighting vehicles","M113A3","Abandoned","Ukraine",2024-10-21,"Zelenyi Shlyakh","https://i.postimg.cc/FKDFjNJQ/2120-M113-A3-aband-21-10-24.jpg","https://t.me/russian_airborne/7722","51.314858,35.080366",NA,"Ukraine","Armoured fighting vehicles",51.314858,35.080366
"305","Armoured fighting vehicles","M113A3","Abandoned","Ukraine",2024-10-09,"Novyi Put","https://i.postimg.cc/1RYz1X4V/2036-M113-A3-aband-09-10-24.jpg","https://t.me/frontline_pvt/3245","51.261265,34.539072","Cope cage,∆","Ukraine","Armoured fighting vehicles",51.261265,34.539072
"306","Armoured fighting vehicles","M113A3","Abandoned","Ukraine",2024-09-30,"Apanasovka","https://i.postimg.cc/PfcdF7Fm/2091-M113-A3-dam-aband-30-09-24.jpg","https://t.me/lost_warinua/92997","51.300556,34.848056","Damaged,Flipped,∆","Ukraine","Armoured fighting vehicles",51.300556,34.848056
"307","Armoured fighting vehicles","M113A3 ambulance","Abandoned","Ukraine",2024-10-16,"Kremyanoe","https://i.postimg.cc/C5ZSxCdB/2085-M113-A3-ambulance-dam-aband-16-10-24.jpg","https://smotrim.ru/video/2880792","51.364812,35.091299","Damaged,∆","Ukraine","Armoured fighting vehicles",51.364812,35.091299
"308","Armoured fighting vehicles","M113A3 ambulance","Abandoned","Ukraine",2024-10-12,"Plekhovo","https://i.postimg.cc/ZKGK0Q8T/2050-M113-A3-ambulance-aband-12-10-24.jpg","https://t.me/zogrussia1/813","51.0893804,35.3736239",NA,"Ukraine","Armoured fighting vehicles",51.0893804,35.3736239
"309","Armoured fighting vehicles","Marder 1A3","Abandoned","Ukraine",2024-09-18,"Obukhovka","https://i.postimg.cc/bvLVX2zX/2001-Marder-1-A3-aband-18-09-24.jpg","https://t.me/warriorofnorth/2763","51.269251,34.547546","Damaged","Ukraine","Armoured fighting vehicles",51.269251,34.547546
"310","Armoured fighting vehicles","VAB","Abandoned","Ukraine",2024-09-24,"Obukhovka","https://i.postimg.cc/qMfHvtxF/2000-VAB-dam-aband-24-09-24.jpg","https://t.me/sudoplatov_official/2912","51.270921,34.549094","Damaged","Ukraine","Armoured fighting vehicles",51.270921,34.549094
"311","Armoured fighting vehicles","VAB","Abandoned","Ukraine",2024-08-25,"Kursk oblast","https://i.postimg.chttps://i.postimg.cc/MpQq0gRR/2028-VAB-aband-25-08-24.jpgc/MHTcck0j/2029-BMP-2-K-capt-25-08-24.jpg","https://t.me/lost_warinua/87657",NA,"∇,Flipped","Ukraine","Armoured fighting vehicles",NA,NA
"312","Armoured fighting vehicles","YPR-765 PRI or AIFV-B-C25","Abandoned","Ukraine",2024-10-25,"Darino","https://i.postimg.cc/fbVz2mPV/2016-YPR-765-PRI-AIFV-B-C25-dam-aband-25-10-24.jpg","https://t.me/warriorofnorth/3640","51.2665869,35.0311726","Damaged","Ukraine","Armoured fighting vehicles",51.2665869,35.0311726
"313","Armoured fighting vehicles","BMP-1(P)","Captured","Ukraine",2024-08-12,"Kursk oblast","https://i.postimg.cc/nV4ZsqkW/2027-BMP-1-P-capt-12-08-24.jpg","https://t.me/lost_warinua/86197",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"314","Armoured fighting vehicles","BMP-2(K)","Captured","Ukraine",2024-08-25,"Kursk oblast","https://i.postimg.cc/MHTcck0j/2029-BMP-2-K-capt-25-08-24.jpg","https://t.me/lost_warinua/87656",NA,"Cope cage,∆","Ukraine","Armoured fighting vehicles",NA,NA
"315","Armoured fighting vehicles","BRDM-2L1","Captured","Ukraine",2024-10-22,"Veseloe","https://i.postimg.cc/FRzrp8jk/2121-BRDM-2-L1-capt-22-10-24.jpg","https://t.me/frontline_pvt/3609?single",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"316","Armoured fighting vehicles","BRDM-2L1","Captured","Ukraine",2024-09-17,"Kursk oblast","https://i.postimg.cc/YS1yrYkV/2042-BRDM-2-L1-capt-17-09-24.jpg","https://t.me/lost_warinua/89827",NA,"∆,V","Ukraine","Armoured fighting vehicles",NA,NA
"317","Armoured fighting vehicles","BTR-4E 'Butsefal'","Captured","Ukraine",2024-08-12,"Giri","https://i.postimg.cc/kGvdkdGC/2028-BTR-4-E-Butsefal-capt-12-08-24.jpg","https://t.me/lost_warinua/86225",NA,"Damaged,∆","Ukraine","Armoured fighting vehicles",NA,NA
"318","Armoured fighting vehicles","BTR-4E 'Butsefal'","Captured","Ukraine",2024-08-12,"Giri","https://i.postimg.cc/2ScCkmw8/2000-BTR-4-E-Butsefal-capt-12-08-24.jpg","https://t.me/lost_warinua/86116",NA,"Cope cage,∆","Ukraine","Armoured fighting vehicles",NA,NA
"319","Armoured fighting vehicles","FV432 Bulldog","Captured","Ukraine",2024-11-06,"Kursk oblast",NA,"https://t.me/lost_warinua/95796",NA,"Cope cage,∆","Ukraine","Armoured fighting vehicles",NA,NA
"320","Armoured fighting vehicles","FV432 Bulldog","Captured","Ukraine",2024-10-15,"Sheptukhovka","https://i.postimg.cc/QNBFt12J/2086-FV432-Bulldog-capt-15-10-24.jpg","https://www.mk.ru/photo/gallery/47071-931162.html",NA,"∆,+","Ukraine","Armoured fighting vehicles",NA,NA
"321","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Captured","Ukraine",2024-10-10,"Kursk oblast","https://i.postimg.cc/D0b3T2Y1/2012-M1126-Stryker-infantry-carrier-vehicle-capt-10-10-24.jpg","https://t.me/SolovievLive/288156",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"322","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Captured","Ukraine",2024-09-11,"Kursk oblast","https://i.postimg.cc/Y2FGPsD8/2004-M1126-Stryker-infantry-carrier-vehicle-capt-11-09-24.jpg","https://t.me/lost_warinua/89257",NA,"Cope cage,∆","Ukraine","Armoured fighting vehicles",NA,NA
"323","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Captured","Ukraine",2024-08-13,"Kursk oblast","https://i.postimg.cc/zvyT5Gc9/2009-M1126-Stryker-Infantry-Carrier-Vehicle-capt-13-08-24.jpg","https://t.me/dva_majors/49727",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"324","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Captured","Ukraine",2024-08-13,"Kursk oblast","https://i.postimg.cc/xj5MSx7j/2037-M1126-Stryker-Infantry-Carrier-Vehicle-capt-13-08-24.jpg",NA,NA,"Improvised,∆","Ukraine","Armoured fighting vehicles",NA,NA
"325","Armoured fighting vehicles","M113A3","Captured","Ukraine",2024-10-10,"Kursk oblast","https://i.postimg.cc/brMYxC49/2008-M113-A3-capr-10-10-24.jpg","https://t.me/lost_warinua/92550",NA,"∆,Damaged","Ukraine","Armoured fighting vehicles",NA,NA
"326","Armoured fighting vehicles","M113A3","Captured","Ukraine",2024-09-17,"Korenevo raion","https://i.postimg.cc/QCKLmvgK/2034-M113-A3-capt-17-09-24.jpg","https://t.me/lost_warinua/89781",NA,"∆,+","Ukraine","Armoured fighting vehicles",NA,NA
"327","Armoured fighting vehicles","M113A3","Captured","Ukraine",2024-09-17,"Borki","https://i.postimg.cc/ryDz7mQx/2009-M113-A3-capt-17-09-24.jpg","https://t.me/warhistoryalconafter/185023?single",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"328","Armoured fighting vehicles","M2A2 Bradley ODS-SA","Captured","Ukraine",2024-10-22,"Veseloe","https://i.postimg.cc/ncCmrSgz/2600-M2-A2-Bradley-ODS-SA-capt-22-10-24.jpg","https://t.me/faceofwar/44097","51.274563,34.586120","+","Ukraine","Armoured fighting vehicles",51.274563,34.58612
"329","Armoured fighting vehicles","VAB","Captured","Ukraine",2024-10-18,"Kremyanoe","https://i.postimg.cc/ht0jwrmc/2095-VAB-capt-18-10-24.jpg","https://vk.ru/wall710608329_2232",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"330","Armoured fighting vehicles","CV9040C","Damaged","Ukraine",2024-09-18,"Obukhovka",NA,"https://t.me/warriorofnorth/2763",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"331","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Damaged","Ukraine",2024-09-14,"Gogolevka","https://i.postimg.cc/rynCCv3w/2000-M1126-Stryker-infantry-carrier-vehicle-dam-14-09-24.jpg","https://www.tiktok.com/@user9549190546831/video/7414453697628884230","51.196546,35.190098","Flipped","Ukraine","Armoured fighting vehicles",51.196546,35.190098
"332","Armoured fighting vehicles","M1126 Stryker infantry carrier vehicle","Damaged","Ukraine",2024-08-28,"Kursk oblast",NA,"https://t.me/YourVaccineZ/12404",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"333","Armoured fighting vehicles","M2A2 Bradley ODS-SA","Damaged","Ukraine",2024-11-06,"Kremyanoe",NA,"https://t.me/lost_warinua/95870","51.372306,35.138972","Cope cage","Ukraine","Armoured fighting vehicles",51.372306,35.138972
"334","Armoured fighting vehicles","Marder 1A3","Damaged","Ukraine",2024-08-08,"Sverdlikovo","https://i.postimg.cc/vZt19yrC/2000-Marder-1-A3-dam-08-08-24.jpg","https://t.me/mod_russia/41898","51.258739,35.12790","∆,Loitering","Ukraine","Armoured fighting vehicles",51.258739,35.1279
"335","Armoured fighting vehicles","Unknown AFV","Damaged","Ukraine",2024-10-17,"Zelenyi Shlyakh",NA,"https://t.me/warriorofnorth/3799",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"336","Armoured fighting vehicles","Unknown AFV","Damaged","Ukraine",2024-09-18,"Obukhovka",NA,"https://t.me/warriorofnorth/2763",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"337","Armoured fighting vehicles","BMP-1(P)","Destroyed","Ukraine",2024-09-04,"Olgovka","https://i.postimg.cc/fTRvZSD7/2004-BMP-1-P-destr-04-09-24.jpg","https://t.me/lost_warinua/88489","51.377056,34.996306","Cope cage,∇,∆","Ukraine","Armoured fighting vehicles",51.377056,34.996306
"338","Armoured fighting vehicles","BMP-1(P)","Destroyed","Ukraine",2024-08-31,"Vishnevka","https://i.postimg.cc/2jwxzw3x/2015-BMP-1-P-destr-31-08-24.jpg","https://t.me/lost_warinua/88176","51.325194,34.833","Cope cage","Ukraine","Armoured fighting vehicles",51.325194,34.833
"339","Armoured fighting vehicles","BMP-1(P)","Destroyed","Ukraine",2024-08-31,"Korenevo","https://i.postimg.cc/858p6tC6/2013-BMP-1-P-destr-31-08-24.jpg","https://t.me/lost_warinua/88094","51.390444,34.967196","Cope cage","Ukraine","Armoured fighting vehicles",51.390444,34.967196
"340","Armoured fighting vehicles","BMP-1(P)","Destroyed","Ukraine",2024-08-28,"Kremyanoe","https://i.postimg.cc/FF3sRsLL/2023-BMP-1-P-destr-28-08-24.jpg","https://t.me/lost_warinua/87867","51.356556,35.039056","Cope cage,Turretless,Shattered","Ukraine","Armoured fighting vehicles",51.356556,35.039056
"341","Armoured fighting vehicles","BMP-1(P)","Destroyed","Ukraine",2024-08-27,"Kursk oblast","https://i.postimg.cc/g2ytHWHx/2010-BMP-1-P-destr-27-08-24.jpg","https://t.me/lost_warinua/87788",NA,"Turretless,Cope cage","Ukraine","Armoured fighting vehicles",NA,NA
"342","Armoured fighting vehicles","BMP-1(P)","Destroyed","Ukraine",2024-08-25,"Korenevo","https://i.postimg.cc/J02sZTKY/2030-BMP-1-P-destr-25-08-24.jpg","https://t.me/lost_warinua/87643","51.391556,34.96375","Turretless,Shattered,∇","Ukraine","Armoured fighting vehicles",51.391556,34.96375
"343","Armoured fighting vehicles","BMP-1(P)","Destroyed","Ukraine",2024-08-17,"Kremyanoe","https://i.postimg.cc/HL3J1C0V/2005-BMP-1-P-destr-17-08-24.jpg","https://t.me/lost_warinua/86907","51.3755,35.108444","Turretless,Shattered,Cope cage,∆","Ukraine","Armoured fighting vehicles",51.3755,35.108444
"344","Armoured fighting vehicles","BMP-1(P)","Destroyed","Ukraine",2024-08-15,"Nikolaevka","https://i.postimg.cc/Vk8rdvCj/2003-BMP-1-P-destr-15-08-24.jpg","https://t.me/lost_warinua/86714","51.334833,35.213778","Cope cage,∆","Ukraine","Armoured fighting vehicles",51.334833,35.213778
"345","Armoured fighting vehicles","BMP-2(K)","Destroyed","Ukraine",2024-10-28,"Kolmakov","https://i.postimg.cc/hPBkzTb9/2012-BMP-2-K-destr-28-10-24.jpg","https://t.me/lost_warinua/94937","51.17318,35.35496","Cope cage,∆,Turretless","Ukraine","Armoured fighting vehicles",51.17318,35.35496
"346","Armoured fighting vehicles","BMP-2(K)","Destroyed","Ukraine",2024-09-23,"Kursk oblast","https://i.postimg.cc/wv7HmHz8/2018-BMP-2-K-destr-23-09-24.jpg","https://t.me/lost_warinua/91231",NA,"Cope cage,+","Ukraine","Armoured fighting vehicles",NA,NA
"347","Armoured fighting vehicles","BMP-2(K)","Destroyed","Ukraine",2024-09-23,"Medvezhe","https://i.postimg.cc/D0t2wjYT/2006-Unknown-vehicle-destr-23-09-24.jpg","https://t.me/lost_warinua/91108","51.252694,34.663694","∆,Cope cage","Ukraine","Armoured fighting vehicles",51.252694,34.663694
"348","Armoured fighting vehicles","BMP-2(K)","Destroyed","Ukraine",2024-08-16,"Sudzha","https://i.postimg.cc/Sx62V9JL/2006-BMP-2-K-destr-17-08-24.jpg","https://t.me/lost_warinua/86878","51.203889,35.235722","Cope cage","Ukraine","Armoured fighting vehicles",51.203889,35.235722
"349","Armoured fighting vehicles","BRM-1(K) reconnaissance vehicle","Destroyed","Ukraine",2024-10-28,"Kremyanoe","https://i.postimg.cc/jdYbHGKn/2006-BRM-1-K-reconnaissance-vehicle-destr-28-10-24.jpg","https://t.me/lost_warinua/94979","51.356694,35.073167","+","Ukraine","Armoured fighting vehicles",51.356694,35.073167
"350","Armoured fighting vehicles","BTR-3E","Destroyed","Ukraine",2024-10-03,"Medvezhe","https://i.postimg.cc/90LythBw/2032-BTR-3-E-destr-03-10-24.jpg",NA,"51.252880,34.657414","Turretless","Ukraine","Armoured fighting vehicles",51.25288,34.657414
"351","Armoured fighting vehicles","BTR-4E 'Butsefal'","Destroyed","Ukraine",2024-08-12,"Giri","https://i.postimg.cc/WbSv8jx6/2031-BTR-4-E-Butsefal-destr-12-08-24.jpg","https://t.me/lost_warinua/86234","51.101639,35.568583","Turretless","Ukraine","Armoured fighting vehicles",51.101639,35.568583
"352","Armoured fighting vehicles","BTR-4E 'Butsefal'","Destroyed","Ukraine",2024-08-12,"Giri","https://i.postimg.cc/DwZKYHTV/2030-BTR-4-E-Butsefal-destr-12-08-24.jpg","https://t.me/lost_warinua/86230","51.104611,35.562528","Turretless,∆","Ukraine","Armoured fighting vehicles",51.104611,35.562528
"353","Armoured fighting vehicles","BTR-4E 'Butsefal'","Destroyed","Ukraine",2024-08-12,"Giri","https://i.postimg.cc/Dy7h1mpw/2029-BTR-4-E-Butsefal-destr-12-08-24.jpg","https://t.me/lost_warinua/86225","51.097056,35.569194","Turretless","Ukraine","Armoured fighting vehicles",51.097056,35.569194
"354","Armoured fighting vehicles","BTR-4E 'Butsefal'","Destroyed","Ukraine",2024-08-12,"Giri","https://i.postimg.cc/rskknp8g/2026-BTR-4-E-Butsefal-destr-12-08-24.jpg","https://t.me/lost_warinua/86213","51.105,35.562528",NA,"Ukraine","Armoured fighting vehicles",51.105,35.562528
"355","Armoured fighting vehicles","BTR-4E 'Butsefal'","Destroyed","Ukraine",2024-08-12,"Giri","https://i.postimg.cc/6QFwZ0gk/2023-BTR-4-E-Butsefal-destr-12-08-24.jpg","https://t.me/lost_warinua/86178","51.100365,35.570961","∆","Ukraine","Armoured fighting vehicles",51.100365,35.570961
"356","Armoured fighting vehicles","BTR-60D","Destroyed","Ukraine",2024-09-21,"Lyubimovka","https://i.postimg.cc/0jDkq8Bj/2010-BTR-60-D-destr-21-09-24.jpg","https://t.me/lost_warinua/90340","51.321583,35.008361",NA,"Ukraine","Armoured fighting vehicles",51.321583,35.008361
"357","Armoured fighting vehicles","BTR-60PB","Destroyed","Ukraine",2024-10-26,"Cherkasskaya Konopelka","https://i.postimg.cc/wvSNBx41/2003-BTR-60-PB-destr-26-10-24.jpg","https://t.me/russian_airborne/7779?single",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"358","Armoured fighting vehicles","BTR-60PB","Destroyed","Ukraine",2024-08-25,"Cherkasskaya Konopelka","https://i.postimg.cc/cJ7W2YFL/2031-BTR-60-PB-destr-25-08-24.jpg","https://t.me/lost_warinua/87633","51.162667,35.342833","∆","Ukraine","Armoured fighting vehicles",51.162667,35.342833
"359","Armoured fighting vehicles","BTR-60PB","Destroyed","Ukraine",2024-08-16,"Makhnovka","https://i.postimg.cc/TwZT9Rvf/2023-BTR-60-PB-destr-16-08-24.jpg","https://t.me/lost_warinua/86770","51.1715418,35.3135063","Loitering","Ukraine","Armoured fighting vehicles",51.1715418,35.3135063
"360","Armoured fighting vehicles","BTR-80","Destroyed","Ukraine",2024-09-30,"Kursk oblast","https://i.postimg.cc/Gp90N0Qm/2028-BTR-80-destr-30-09-24.jpg","https://t.me/lost_warinua/91425",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"361","Armoured fighting vehicles","BTR-80","Destroyed","Ukraine",2024-09-06,"Kursk oblast","https://i.postimg.cc/tRwG1Mz7/2033-BTR-80-destr-06-09-24.jpg","https://t.me/lost_warinua/88777",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"362","Armoured fighting vehicles","BWP-1","Destroyed","Ukraine",2024-09-28,"Olgovka","https://i.postimg.cc/W49TzzQw/2017-BMP-1-P-destr-28-09-24.jpg","https://t.me/lost_warinua/91232","51.401722,35.014583","Cope cage","Ukraine","Armoured fighting vehicles",51.401722,35.014583
"363","Armoured fighting vehicles","BWP-1","Destroyed","Ukraine",2024-08-31,"Korenevo",NA,"https://t.me/lost_warinua/88284",NA,"Cope cage,∆,Turretless","Ukraine","Armoured fighting vehicles",NA,NA
"364","Armoured fighting vehicles","CV9040C","Destroyed","Ukraine",2024-10-21,"Sumy oblast","https://i.postimg.cc/yYqRcQs8/2120-CV9040-C-destr-21-10-24.jpg","https://t.me/lost_warinua/93979",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"365","Armoured fighting vehicles","CV9040C","Destroyed","Ukraine",2024-10-27,"Kursk oblast","https://i.postimg.cc/15LVsdFt/2014-CV9040-C-destr-27-10-24.jpg","https://t.me/lost_warinua/94759",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"366","Armoured fighting vehicles","CV9040C","Destroyed","Ukraine",2024-10-22,"Veseloe","https://i.postimg.cc/zGbTW4H3/2107_CV9040C_dam_aband_30_09_24.jpg","https://t.me/DnevnikDesantnika/18539",NA,"∆","Ukraine","Armoured fighting vehicles",NA,NA
"367","Armoured fighting vehicles","CV9040C","Destroyed","Ukraine",2024-10-16,"Zelenyi Shlyakh","https://i.postimg.cc/MKrynzTh/2062-CV9040-C-destr-17-10-24.jpg","https://t.me/lost_warinua/93465",NA,NA,"Ukraine","Armoured fighting vehicles",NA,NA
"368","Armoured fighting vehicles","CV9040C","Destroyed","Ukraine",2024-09-23,"Veseloe","https://i.postimg.cc/SsYc0M7h/2037-CV9040-C-destr-23-09-24.jpg","https://t.me/lost_warinua/90587","51.279583,34.551583",NA,"Ukraine","Armoured fighting vehicles",51.279583,34.551583
"369","Armoured fighting vehicles","CV9040C","Destroyed","Ukraine",2024-09-18,"Obukhovka","https://i.postimg.cc/0QQW92Qz/2002-CV9040-C-dam-aband-18-09-24.jpg","https://t.me/warriorofnorth/2763","51.267898,34.545862",NA,"Ukraine","Armoured fighting vehicles",51.267898,34.545862
